overall_qual,heating_qc,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,lot_frontage,lot_area,lot_shape,exter_qual,mas_vnr_stone,mas_vnr_none,mas_vnr_brick,neighborhood,bsmt_qual,total_bsmt_sf,garage_finish,garage_cars,garage_age,sold_years,house_age,remod_years,central_air,logsaleprice
8,4,2385,2,2,7,1,4,105.0,14277,0,3,0,0,1,10,5,1317.0,3,3.0,19.0,-5.0,19.0,19.0,1,12.765688433465597
5,2,1792,2,1,8,0,0,60.0,9000,0,2,0,1,0,2,4,896.0,1,2.0,40.0,-34.0,48.0,48.0,1,11.79810440720389
8,4,2464,2,3,9,1,5,105.0,13693,0,3,1,0,0,10,5,2418.0,3,3.0,15.0,-1.0,15.0,15.0,1,12.942039823273047
7,4,1569,2,2,7,1,3,51.0,3635,0,3,0,0,1,5,4,1386.0,2,3.0,15.0,-3.0,15.0,15.0,1,12.077670930725649
9,4,1680,1,3,8,1,4,84.0,10933,0,4,1,0,0,5,5,1555.0,3,3.0,13.0,0.0,13.0,13.0,1,12.686218418914901
7,4,1337,2,2,6,0,0,65.0,8450,0,3,0,1,0,5,4,1337.0,2,2.0,19.0,-5.0,19.0,19.0,1,12.128111104060462
6,4,816,1,1,4,1,2,60.0,8550,0,2,0,1,0,2,3,816.0,1,1.0,73.0,-73.0,88.0,72.0,1,11.773750083252127
7,4,1541,2,2,7,1,4,95.0,12182,0,3,0,0,1,10,4,1541.0,2,2.0,17.0,-5.0,17.0,17.0,1,12.301382825334498
4,4,1573,1,2,6,0,0,51.0,6120,0,2,0,1,0,2,3,884.0,1,1.0,87.0,-75.0,87.0,27.0,1,11.79810440720389
4,2,1461,2,1,6,0,0,60.0,10800,0,2,0,1,0,2,3,832.0,1,1.0,73.0,-61.0,73.0,26.0,1,11.801856756822442
6,2,2048,3,1,9,0,0,74.1,12760,-1,2,0,1,0,3,3,1958.0,1,2.0,46.0,-35.0,46.0,46.0,1,12.043553716032399
6,3,1642,2,1,7,1,3,60.2,7655,-1,2,0,1,0,4,4,903.0,2,2.0,29.0,-14.0,29.0,28.0,1,12.031719258385396
6,4,1470,1,1,6,0,0,60.0,10560,0,2,0,1,0,2,2,738.0,1,2.0,52.0,-89.0,100.0,28.0,1,11.854740546001937
6,4,2299,3,1,7,1,3,60.0,7500,0,2,0,1,0,4,4,938.0,3,2.0,23.0,-9.0,23.0,19.0,1,12.225875272826354
7,4,2035,2,2,8,1,4,75.8,9505,-1,3,0,0,1,4,4,884.0,3,2.0,21.0,-9.0,21.0,21.0,1,12.312682380588432
5,2,999,1,1,6,0,0,69.0,10205,-1,2,0,1,0,2,3,925.0,1,1.0,60.0,-45.0,60.0,60.0,1,11.809319478024031
8,4,1378,2,2,6,1,4,45.0,4379,-1,3,0,1,0,6,4,1378.0,3,2.0,18.0,-4.0,18.0,18.0,1,12.273731294003989
5,2,1118,1,1,5,1,4,65.0,7800,0,2,0,1,0,2,4,793.0,1,2.0,83.0,-68.0,83.0,72.0,1,11.694413341015606
4,2,1440,2,0,8,0,0,92.0,12108,0,2,0,0,1,2,3,1440.0,0,0.0,44.0,-54.0,67.0,67.0,0,11.678439903447801
5,4,1134,1,1,6,0,0,70.0,7000,0,2,0,0,1,2,3,1010.0,2,1.0,62.0,-48.0,62.0,20.0,1,11.813030057420567
6,3,1848,1,2,8,1,4,64.0,13053,0,2,0,1,0,2,3,833.0,1,2.0,100.0,-86.0,99.0,22.0,1,12.240474072247506
6,1,1694,2,1,7,1,4,60.0,8400,0,2,0,1,0,2,3,1181.0,1,2.0,97.0,-83.0,97.0,72.0,1,11.824079893607152
4,4,901,1,1,4,0,0,50.0,6000,0,2,0,1,0,2,3,901.0,1,1.0,68.0,-54.0,68.0,22.0,1,11.588960151246226
6,3,1409,1,1,6,1,4,51.2,6240,0,2,0,1,0,2,3,861.0,1,2.0,54.0,-70.0,84.0,72.0,1,11.744037185933616
6,1,1656,1,1,7,2,4,105.0,16737,-1,2,1,0,0,2,3,1080.0,3,2.0,62.0,-51.0,62.0,62.0,1,12.2783933071098
10,4,2332,2,3,9,1,5,96.0,12474,0,4,1,0,0,10,5,1682.0,3,3.0,14.0,-1.0,15.0,14.0,1,12.962194625251508
5,3,1113,1,2,5,1,4,80.0,9600,0,3,0,1,0,2,3,1113.0,1,1.0,72.0,-60.0,72.0,15.0,1,11.898187865760873
6,4,1232,1,2,6,1,4,64.0,8574,0,3,0,1,0,5,3,816.0,1,2.0,106.0,-94.0,106.0,22.0,1,11.901583454762012
9,4,1950,2,3,7,1,4,104.0,14418,-1,4,0,0,1,10,5,1950.0,3,3.0,15.0,-1.0,15.0,15.0,1,12.855790268162783
7,3,1872,2,1,6,1,3,80.0,10400,0,2,0,0,1,5,4,1845.0,3,2.0,34.0,-19.0,34.0,34.0,1,12.394624752074764
6,4,1264,1,1,6,0,0,63.0,15564,0,2,0,1,0,5,4,676.0,1,2.0,28.0,-95.0,108.0,27.0,1,11.901583454762012
8,4,2500,3,3,9,1,4,101.0,13543,-1,3,1,0,0,10,5,1168.0,3,3.0,17.0,-3.0,17.0,17.0,1,12.779873068457553
5,3,784,1,2,5,0,0,50.0,6130,0,2,0,1,0,2,3,784.0,0,0.0,44.0,-85.0,98.0,72.0,1,11.603679828238693
2,1,612,1,1,4,0,0,50.0,5925,0,2,0,1,0,2,0,0.0,1,1.0,57.0,-70.0,82.0,72.0,0,10.714417768752456
7,4,2403,2,1,10,2,3,84.1,16737,0,2,0,1,0,6,3,1032.0,1,1.0,82.0,-71.0,82.0,72.0,1,12.406561506279576
6,2,1644,1,1,7,2,4,80.0,9600,0,2,1,0,0,2,3,1416.0,3,2.0,69.0,-57.0,69.0,69.0,1,12.025749091398891
7,4,1729,2,2,7,0,0,65.0,8158,0,3,0,0,1,5,4,860.0,3,2.0,20.0,-5.0,20.0,20.0,1,12.206072645530174
5,3,879,1,1,4,0,0,50.0,5220,-1,2,0,1,0,2,3,830.0,1,1.0,86.0,-71.0,86.0,72.0,1,11.289781913656018
5,2,864,1,1,5,0,0,60.0,8172,0,2,0,1,0,2,3,864.0,1,2.0,65.0,-52.0,67.0,32.0,1,11.652687407345388
6,3,1196,1,1,6,1,4,72.0,9000,0,2,0,0,1,2,4,1196.0,2,1.0,66.0,-53.0,66.0,66.0,1,11.842229212112828
6,2,1400,1,1,6,1,3,74.0,7844,0,2,0,0,1,2,3,672.0,3,2.0,44.0,-29.0,44.0,44.0,1,11.915051671812877
4,2,1510,1,1,7,1,4,60.0,9084,0,2,0,1,0,2,3,755.0,1,1.0,82.0,-70.0,82.0,72.0,1,11.589886506106357
4,2,1294,2,1,7,0,0,60.0,10800,0,2,0,1,0,2,0,0.0,0,0.0,44.0,-108.0,122.0,22.0,0,11.573550086786664
7,4,1240,2,2,5,0,0,74.0,8556,0,3,0,1,0,5,4,1240.0,2,3.0,16.0,-1.0,16.0,16.0,1,12.175613438045465
5,4,988,1,1,6,0,0,70.0,9100,0,2,0,0,1,2,3,988.0,1,2.0,45.0,-45.0,60.0,60.0,1,11.771436160121729
5,2,1560,2,1,8,0,0,63.0,8668,0,2,0,1,0,2,3,1560.0,1,3.0,54.0,-40.0,54.0,54.0,1,11.744037185933616
5,2,1368,1,1,6,0,0,70.0,11767,0,2,0,1,0,2,2,1078.0,2,1.0,72.0,-60.0,72.0,72.0,1,11.695247021764184
7,4,1484,2,2,7,0,0,70.0,8400,0,3,0,0,1,5,4,1473.0,2,2.0,18.0,-7.0,18.0,17.0,1,12.269047444691562
8,2,1226,1,2,4,1,2,40.0,3874,-1,3,0,1,0,4,4,1226.0,3,2.0,42.0,-27.0,42.0,42.0,1,12.154779351142624
6,3,1169,2,1,6,1,3,64.7,8076,-1,2,0,0,1,4,4,1160.0,3,2.0,29.0,-13.0,29.0,28.0,1,12.119969946476761
7,2,1651,2,1,6,2,3,93.0,10090,-1,2,0,0,1,2,3,725.0,1,1.0,59.0,-45.0,59.0,23.0,1,12.05524975579559
4,4,816,1,1,3,1,4,67.0,8877,0,2,0,1,0,2,3,816.0,1,1.0,64.0,-72.0,84.0,64.0,1,11.512925464970229
7,4,1564,2,2,6,0,0,85.0,11058,0,3,1,0,0,5,4,1564.0,2,3.0,15.0,-1.0,15.0,15.0,1,12.2960778698166
6,4,1912,2,1,7,1,3,60.0,10800,0,2,0,1,0,2,2,482.0,1,2.0,19.0,-104.0,117.0,22.0,0,12.0015054797889
7,4,1525,2,2,6,1,4,59.0,10936,-1,3,0,1,0,4,4,1510.0,2,2.0,16.0,-1.0,16.0,16.0,1,12.238443025560624
6,4,1456,2,2,8,1,4,65.0,8461,0,3,0,1,0,5,4,728.0,3,2.0,17.0,-1.0,17.0,16.0,1,12.007560729337492
5,3,1330,1,1,7,0,0,60.0,7518,0,1,0,1,0,1,2,396.0,1,1.0,21.0,-97.0,112.0,18.0,1,11.665646551987892
7,4,1720,2,2,7,1,4,63.4,8010,-1,3,0,1,0,4,4,840.0,3,2.0,20.0,-6.0,20.0,19.0,1,12.144197241812087
5,4,1280,2,1,6,1,3,78.0,10050,-1,2,0,0,1,2,3,793.0,3,2.0,56.0,-42.0,56.0,56.0,1,12.072541252905651
8,3,1179,2,1,5,0,0,38.0,4740,-1,3,0,1,0,10,4,1166.0,2,2.0,34.0,-20.0,34.0,34.0,1,12.111761966058932
5,2,960,1,1,5,0,0,60.0,6978,0,3,0,1,0,2,3,850.0,2,2.0,41.0,-82.0,96.0,42.0,1,11.542484267211773
10,4,2633,2,3,8,2,4,82.9,11400,0,4,0,0,1,10,5,2633.0,2,3.0,21.0,-6.0,21.0,20.0,1,13.053013299269535
6,2,988,2,2,6,0,0,66.0,9240,-1,3,0,1,0,2,3,988.0,1,1.0,63.0,-51.0,63.0,24.0,1,11.915051671812877
7,2,1055,2,1,4,0,0,34.0,3182,0,2,0,1,0,2,4,1061.0,1,1.0,44.0,-29.0,44.0,44.0,1,11.867097278690842
5,2,1422,1,1,6,0,0,54.0,7223,0,2,0,1,0,5,3,1290.0,1,1.0,49.0,-82.0,96.0,72.0,1,11.824079893607152
6,4,1320,2,1,5,0,0,43.5,3612,-1,2,0,1,0,2,4,630.0,1,2.0,29.0,-13.0,29.0,28.0,1,11.827736204810263
7,4,1688,2,3,6,1,5,63.0,12680,-1,3,0,0,1,5,4,1675.0,2,2.0,34.0,-21.0,34.0,34.0,1,12.330500223905226
7,3,1341,1,2,5,1,1,85.0,10176,0,2,0,1,0,4,4,1300.0,1,2.0,32.0,-21.0,32.0,32.0,1,12.052338545588132
5,3,954,1,1,6,0,0,55.0,10780,-1,2,0,1,0,5,3,911.0,1,2.0,46.0,-31.0,46.0,46.0,1,11.794337924408413
3,1,1040,2,1,6,0,0,66.3,8544,0,2,0,0,1,2,0,0.0,1,2.0,73.0,-58.0,73.0,72.0,0,11.379394072345706
7,4,1789,2,1,7,1,3,79.0,10646,-1,2,0,0,1,6,3,858.0,3,2.0,21.0,-7.0,21.0,21.0,1,12.314927050442256
6,2,1537,1,2,7,1,4,80.0,8400,0,3,0,0,1,2,3,1319.0,2,2.0,60.0,-46.0,60.0,17.0,1,12.066810578196666
5,4,884,1,1,4,0,0,85.0,15428,0,2,0,1,0,2,3,884.0,3,1.0,71.0,-56.0,71.0,31.0,1,11.863582336583399
8,4,1489,2,2,7,1,4,81.0,11216,0,3,0,1,0,6,4,1489.0,2,2.0,16.0,0.0,16.0,16.0,1,12.3570755190667
6,1,1309,1,2,5,1,2,78.0,10140,0,2,0,0,1,5,3,1040.0,2,2.0,48.0,-33.0,48.0,23.0,1,12.106252310247962
6,3,2521,2,1,10,1,4,42.0,3964,0,2,0,1,0,1,4,942.0,3,2.0,49.0,-33.0,49.0,49.0,1,11.927680619985486
8,4,1634,2,2,7,1,4,98.0,11428,-1,3,1,0,0,10,4,1626.0,2,3.0,16.0,-1.0,16.0,16.0,1,12.429216196844383
7,2,1714,2,1,7,1,3,80.0,10421,0,2,0,0,1,5,4,980.0,1,2.0,34.0,-23.0,34.0,34.0,1,12.188417710291453
7,2,2454,2,1,8,1,4,75.0,13500,0,2,0,1,0,2,3,819.0,1,2.0,72.0,-128.0,143.0,35.0,1,12.128111104060462
6,2,1216,1,1,5,0,0,75.0,9000,0,2,0,0,1,5,3,1216.0,1,1.0,53.0,-41.0,53.0,53.0,1,11.635143097694478
8,4,1419,2,2,7,1,4,60.0,8089,0,3,0,0,1,10,4,1419.0,2,2.0,15.0,0.0,15.0,15.0,1,12.8790171187726
6,2,980,2,1,4,0,0,35.0,9400,-1,2,0,0,1,2,4,945.0,0,0.0,44.0,-32.0,47.0,47.0,1,11.755871643580617
6,4,1573,2,2,4,0,0,34.0,3182,0,3,0,0,1,6,4,756.0,1,2.0,22.0,-8.0,22.0,22.0,1,12.083905011555967
6,4,2443,2,2,9,1,4,85.0,10625,0,3,0,0,1,6,4,1158.0,2,3.0,18.0,-4.0,18.0,18.0,1,12.487485104968359
8,4,2362,2,2,8,2,3,105.0,8413,-1,3,0,1,0,6,5,1220.0,2,2.0,24.0,-9.0,24.0,24.0,1,12.652359748158593
10,3,2775,3,2,9,1,4,75.0,13500,0,4,0,1,0,2,3,1237.0,1,2.0,34.0,-115.0,129.0,22.0,1,12.691580461311874
8,3,2014,2,2,6,2,4,86.3,15676,-1,3,0,0,1,7,4,2014.0,2,3.0,42.0,-30.0,42.0,42.0,1,12.524526376648708
7,4,2520,2,2,9,1,3,82.0,9950,-1,3,0,0,1,10,4,1203.0,2,3.0,27.0,-13.0,27.0,27.0,1,12.577636201962656
6,4,1494,2,1,7,2,2,39.0,15410,-1,2,0,0,0,2,3,1208.0,3,2.0,48.0,-37.0,48.0,20.0,1,12.037653993905211
5,3,616,1,1,4,0,0,50.0,6000,0,2,0,1,0,2,3,616.0,1,1.0,101.0,-86.0,101.0,72.0,1,11.396391648714276
6,3,1465,2,1,7,1,4,63.0,8402,-1,2,0,1,0,4,4,789.0,3,2.0,24.0,-13.0,24.0,24.0,1,12.10293188661066
8,4,1629,2,2,7,1,4,85.0,10655,-1,3,0,0,1,10,4,3206.0,2,3.0,19.0,-7.0,19.0,18.0,1,12.556729517143344
5,4,912,1,1,5,0,0,70.0,10150,0,2,0,1,0,2,3,912.0,2,1.0,64.0,-50.0,64.0,64.0,1,11.648330101976432
7,4,1552,2,2,7,0,0,84.0,10084,0,3,0,0,1,5,4,1552.0,2,3.0,17.0,-1.0,17.0,16.0,1,12.26857785088157
7,4,1430,2,2,6,0,0,67.0,16285,-2,3,0,1,0,5,4,1413.0,2,2.0,21.0,-9.0,21.0,20.0,1,12.139398512262181
6,3,1458,2,1,5,1,2,34.0,3230,0,2,0,0,1,6,4,729.0,1,2.0,23.0,-9.0,23.0,23.0,1,12.078239274020289
6,4,1488,2,1,7,2,4,87.8,16737,-1,2,0,1,0,5,4,1488.0,2,2.0,54.0,-40.0,54.0,54.0,1,12.2783933071098
7,4,1582,2,2,6,0,0,64.0,8320,0,3,0,1,0,5,4,770.0,2,2.0,18.0,-5.0,18.0,18.0,1,12.132964173709535
4,2,864,1,2,5,0,0,60.0,6960,0,2,0,1,0,2,3,864.0,1,2.0,33.0,-40.0,52.0,52.0,1,11.699405031912846
5,4,1838,2,1,7,1,4,60.0,16737,-3,3,0,1,0,4,4,732.0,3,2.0,17.0,-1.0,17.0,17.0,1,12.16597955196373
5,4,816,1,2,5,1,5,60.0,6600,0,3,0,1,0,3,3,816.0,1,1.0,40.0,-26.0,40.0,14.0,1,11.779128505744886
4,2,1529,2,1,9,0,0,50.0,8405,0,2,0,1,0,2,0,0.0,1,1.0,77.0,-65.0,77.0,72.0,0,11.49272275765271
9,4,2276,2,3,7,2,4,91.0,11778,0,3,1,0,0,5,4,2271.0,2,3.0,14.0,0.0,14.0,14.0,1,13.071070083016778
5,3,1077,1,1,6,0,0,60.0,8967,0,2,0,1,0,1,2,961.0,1,1.0,102.0,-88.0,102.0,72.0,1,11.112447898373103
8,4,2161,1,3,8,1,4,86.0,10562,0,3,1,0,0,10,5,1582.0,3,3.0,15.0,0.0,15.0,15.0,1,12.693498620467778
7,4,1409,1,2,4,1,4,44.0,12864,-1,3,0,1,0,3,4,1409.0,2,2.0,20.0,-5.0,20.0,20.0,1,12.409013489526863
5,4,1114,1,2,6,0,0,66.0,13695,0,2,0,1,0,4,3,1114.0,1,2.0,18.0,-5.0,18.0,18.0,1,11.976659481202368
5,2,1073,1,1,6,0,0,79.0,10289,0,2,0,0,1,2,3,1073.0,2,2.0,57.0,-42.0,57.0,57.0,1,11.957611286231675
10,4,2402,2,3,10,2,4,105.0,15431,0,4,1,0,0,10,5,3094.0,3,3.0,14.0,-2.0,14.0,14.0,1,13.226723392728571
6,2,1232,2,1,6,0,0,85.3,11120,-1,2,0,1,0,7,4,1232.0,1,2.0,38.0,-25.0,38.0,38.0,1,11.998433280751929
6,3,1440,2,2,8,0,0,73.0,9069,0,3,0,1,0,4,4,1344.0,1,4.0,29.0,-13.0,29.0,29.0,1,12.321630986164447
6,3,1488,2,1,6,1,3,103.8,16737,-1,2,0,0,1,4,3,1488.0,2,2.0,72.0,-58.0,72.0,72.0,1,11.79810440720389
7,4,1509,2,2,8,1,4,63.0,7875,0,3,0,1,0,4,4,783.0,3,2.0,19.0,-4.0,19.0,19.0,1,12.100712129872347
5,3,845,1,2,6,0,0,60.0,6600,0,2,0,1,0,3,3,845.0,1,1.0,40.0,-26.0,40.0,17.0,1,11.809319478024031
10,4,2945,3,2,10,1,4,66.0,13682,-2,4,0,0,1,10,5,1410.0,3,3.0,16.0,0.0,16.0,16.0,1,12.991753427493052
6,3,1431,1,1,6,1,4,101.0,9150,-1,2,0,0,1,2,4,1099.0,2,1.0,60.0,-46.0,60.0,60.0,1,12.013700752882718
5,2,892,1,1,5,0,0,65.0,7150,0,2,0,0,1,2,3,892.0,2,1.0,55.0,-43.0,55.0,55.0,1,11.512925464970229
7,3,1329,1,1,5,2,4,87.9,12285,-1,2,0,0,1,2,3,1329.0,1,2.0,62.0,-50.0,62.0,62.0,1,12.078239274020289
5,2,1779,1,1,6,1,4,102.0,16737,0,2,0,1,0,2,3,1763.0,1,2.0,67.0,-52.0,67.0,48.0,1,12.043553716032399
7,4,1555,2,2,7,1,3,53.0,3684,0,3,0,0,1,5,4,1373.0,3,3.0,15.0,-3.0,15.0,15.0,1,12.066810578196666
6,2,1236,2,1,6,1,4,62.0,7006,0,2,0,1,0,1,3,768.0,1,1.0,37.0,-83.0,97.0,72.0,1,11.751942365440728
7,4,1651,2,1,7,1,3,77.0,8390,-1,2,0,1,0,4,4,831.0,3,2.0,23.0,-9.0,23.0,23.0,1,12.132964173709535
5,3,886,1,1,4,0,0,50.0,5784,0,2,0,1,0,2,2,190.0,1,1.0,84.0,-72.0,84.0,26.0,1,11.421906066583059
6,4,1700,2,2,7,0,0,70.0,9135,0,3,0,0,1,5,4,1682.0,2,2.0,19.0,-4.0,19.0,19.0,1,12.206072645530174
6,4,1846,2,1,7,1,4,78.0,10496,0,2,0,0,1,2,3,1040.0,1,1.0,73.0,-58.0,73.0,72.0,1,11.870599909242044
5,4,1920,2,2,8,1,4,89.8,13650,0,3,0,1,0,2,3,1052.0,1,2.0,64.0,-49.0,64.0,64.0,1,12.058152515453552
4,2,1088,1,1,4,0,0,67.0,8308,0,2,1,0,0,2,3,1088.0,1,2.0,20.0,-45.0,59.0,59.0,1,11.608235644774552
4,2,1362,1,1,6,1,4,67.8,9450,-1,2,0,0,1,2,3,1040.0,2,3.0,40.0,-53.0,65.0,65.0,1,11.84939770159144
6,3,1314,2,2,6,1,4,78.0,9317,-1,3,0,1,0,5,4,1314.0,2,2.0,16.0,-1.0,16.0,16.0,1,12.08069081199846
6,3,1294,2,2,6,0,0,56.6,7153,0,2,0,0,1,4,4,1278.0,2,2.0,31.0,-17.0,31.0,31.0,1,12.096257779522967
7,4,1274,2,2,6,0,0,68.0,8814,0,3,0,0,1,5,4,1274.0,2,2.0,17.0,-2.0,17.0,15.0,1,12.220961258023925
7,4,1689,2,2,7,0,0,83.0,9849,0,3,1,0,0,6,4,1689.0,2,3.0,15.0,0.0,15.0,15.0,1,12.422505731952896
9,4,1641,2,3,7,0,0,79.0,14463,-1,4,0,0,1,7,5,1641.0,3,3.0,14.0,-2.0,14.0,14.0,1,12.665078520566368
7,2,1079,1,1,5,1,4,50.0,5190,0,2,0,1,0,2,3,570.0,1,1.0,74.0,-61.0,74.0,72.0,1,11.740857533016236
5,3,984,1,0,5,0,0,65.0,9750,0,2,0,0,1,2,3,984.0,1,1.0,63.0,-50.0,63.0,63.0,1,11.608235644774552
4,3,960,1,0,5,0,0,50.0,6000,0,2,0,1,0,2,3,960.0,1,1.0,25.0,-88.0,102.0,72.0,1,11.594505451962652
5,2,1044,1,0,4,0,0,66.0,8712,0,1,0,1,0,1,3,540.0,1,2.0,70.0,-59.0,70.0,70.0,0,10.932981961904135
5,4,1633,1,2,7,1,4,69.0,11851,0,2,0,1,0,2,3,1027.0,1,1.0,74.0,-63.0,74.0,13.0,1,11.76756768334381
6,3,1137,2,2,5,1,3,54.0,13811,-1,2,0,0,1,7,4,1112.0,1,2.0,35.0,-20.0,35.0,35.0,1,12.078239274020289
6,1,1380,1,1,6,0,0,83.0,10143,0,2,0,0,1,2,3,1380.0,1,1.0,59.0,-47.0,59.0,59.0,1,11.944707881395766
6,4,1256,2,2,6,1,2,93.0,16737,0,3,0,0,1,7,4,1256.0,1,2.0,36.0,-22.0,36.0,36.0,1,12.100712129872347
5,2,1142,1,1,6,1,1,44.0,4224,0,2,0,1,0,1,4,1142.0,3,2.0,46.0,-32.0,46.0,46.0,1,11.805595078933049
6,2,2158,2,2,7,1,4,84.0,12615,0,2,0,1,0,2,3,1202.0,1,2.0,72.0,-58.0,72.0,21.0,1,12.400816722322686
8,4,1629,2,2,9,1,4,85.0,14536,0,3,0,0,1,7,4,1616.0,3,3.0,20.0,-5.0,20.0,19.0,1,12.506177237980511
6,2,1080,1,1,5,0,0,71.0,9187,0,2,0,1,0,3,3,1084.0,1,2.0,39.0,-25.0,39.0,39.0,1,11.805595078933049
7,4,2646,2,2,9,1,3,90.0,9900,0,3,0,0,1,10,4,1347.0,2,3.0,29.0,-17.0,29.0,29.0,1,12.468436909997665
7,3,1491,2,2,7,1,4,64.0,8333,0,3,0,1,0,5,4,738.0,2,2.0,16.0,-1.0,16.0,16.0,1,12.035729065495627
6,3,1694,2,1,7,1,3,75.7,10147,-1,2,0,0,1,4,4,392.0,3,2.0,28.0,-13.0,28.0,28.0,1,11.982929094215963
5,3,1080,1,2,5,0,0,44.0,5914,0,2,0,1,0,2,2,684.0,0,0.0,44.0,-118.0,132.0,26.0,1,11.461632170582678
6,4,1422,2,2,7,1,4,79.0,11646,-1,3,0,1,0,5,4,704.0,3,2.0,17.0,-5.0,17.0,16.0,1,12.061046873479915
7,4,1301,2,2,5,1,4,60.0,7200,0,3,0,1,0,6,4,1293.0,2,2.0,16.0,0.0,16.0,16.0,1,12.142866569626381
7,3,2093,2,1,7,1,3,46.0,16737,-1,2,0,0,1,5,4,791.0,3,2.0,36.0,-22.0,36.0,31.0,1,12.2783933071098
5,3,1073,1,1,6,0,0,83.9,9981,-1,2,0,0,1,2,3,1073.0,2,1.0,55.0,-42.0,55.0,55.0,1,11.695247021764184
7,4,1506,2,2,7,1,4,70.0,8251,0,3,0,0,1,6,4,1494.0,2,2.0,17.0,-2.0,17.0,16.0,1,12.425208175446844
7,3,1334,2,1,7,0,0,78.0,10140,0,2,0,0,1,5,3,1334.0,2,2.0,55.0,-40.0,55.0,55.0,1,12.010665849187564
7,3,1295,2,2,5,0,0,62.3,8239,-1,3,0,1,0,8,0,0.0,2,1.0,36.0,-21.0,36.0,36.0,1,12.345834587905333
7,3,1344,1,2,6,1,4,47.9,5700,-1,2,0,1,0,2,3,672.0,1,2.0,43.0,-79.0,93.0,32.0,0,11.84939770159144
5,2,732,1,1,4,0,0,60.0,7200,0,2,0,1,0,2,3,732.0,1,1.0,70.0,-58.0,70.0,70.0,1,11.686038082678873
8,4,1468,2,2,6,1,4,71.0,9178,0,3,0,1,0,5,4,1468.0,2,3.0,14.0,-2.0,14.0,14.0,1,12.387977448827787
6,3,1069,2,1,4,1,1,53.0,4043,0,2,0,1,0,2,4,1069.0,2,2.0,47.0,-32.0,47.0,47.0,1,11.893414587008216
5,3,1040,1,1,6,0,0,56.8,4224,0,2,0,1,0,1,4,1040.0,1,2.0,47.0,-33.0,47.0,47.0,1,11.728036844587175
5,2,999,1,1,6,0,0,75.0,11235,0,2,0,1,0,2,4,925.0,1,1.0,59.0,-45.0,59.0,59.0,1,11.77528972943772
7,4,1349,2,1,6,0,0,65.0,8450,0,2,0,0,1,4,4,1349.0,1,2.0,22.0,-8.0,22.0,21.0,1,12.095141084822892
7,4,1442,2,1,5,0,0,99.0,11851,0,2,0,1,0,4,4,1424.0,2,2.0,32.0,-20.0,32.0,32.0,1,12.103486056755072
4,2,747,1,1,4,0,0,47.0,4608,0,2,0,1,0,2,3,747.0,1,1.0,77.0,-66.0,77.0,72.0,1,11.289781913656018
8,4,1578,2,3,7,1,4,78.0,9262,0,3,1,0,0,6,4,1573.0,3,3.0,14.0,-2.0,14.0,13.0,1,12.567551034433226
5,3,882,1,1,4,0,0,70.0,12702,0,2,0,1,0,2,0,0.0,1,1.0,66.0,-53.0,66.0,66.0,1,11.48246625748552
7,4,1511,2,2,5,1,3,40.5,3182,0,3,0,0,1,5,4,1368.0,3,2.0,20.0,-5.0,20.0,20.0,1,12.417103128960582
6,1,1128,1,1,6,1,3,105.0,16737,0,2,0,0,0,4,3,1302.0,1,2.0,58.0,-44.0,58.0,58.0,1,11.946031680112146
7,4,1312,1,1,6,1,4,76.0,11355,-1,2,0,0,1,2,3,1312.0,2,2.0,64.0,-50.0,64.0,21.0,1,12.133501952695338
5,2,1302,2,1,6,0,0,34.0,3182,0,2,0,0,1,1,3,630.0,1,1.0,50.0,-37.0,50.0,50.0,1,11.624019512475815
9,4,2696,2,3,10,2,4,105.0,14300,0,4,0,0,1,10,5,2846.0,3,3.0,19.0,-8.0,19.0,18.0,1,13.122363377404328
7,4,1356,2,2,6,1,4,65.0,10616,-1,3,0,1,0,5,4,628.0,3,2.0,15.0,-1.0,15.0,15.0,1,12.086382166860469
9,4,2184,2,3,10,1,4,96.0,11308,-1,4,1,0,0,10,5,1104.0,3,3.0,14.0,-2.0,14.0,14.0,1,12.721885810807203
7,2,1964,2,1,8,1,4,80.0,10480,0,2,0,0,1,5,3,803.0,2,2.0,46.0,-33.0,46.0,46.0,1,12.230765258120545
8,3,1321,1,2,4,1,3,35.0,5118,-1,3,0,1,0,10,4,1312.0,2,2.0,32.0,-17.0,32.0,32.0,1,12.26434155365415
8,4,1646,2,2,5,1,4,44.0,3811,-1,3,1,0,0,5,5,1594.0,3,2.0,18.0,-7.0,18.0,17.0,1,12.4130868149145
7,2,1260,2,1,6,0,0,68.8,10825,-1,3,0,0,1,5,4,1260.0,1,2.0,39.0,-25.0,39.0,39.0,1,12.111212364506214
5,2,1316,1,1,6,0,0,50.0,5500,0,2,0,1,0,2,3,926.0,1,2.0,48.0,-82.0,93.0,21.0,1,11.77528972943772
5,4,1432,2,1,7,0,0,60.0,9600,0,2,0,1,0,2,2,264.0,1,2.0,112.0,-98.0,112.0,20.0,1,11.790557201568507
7,4,1958,2,2,7,1,3,75.0,9317,0,3,0,1,0,4,4,779.0,2,2.0,28.0,-13.0,28.0,21.0,1,12.301382825334498
8,4,1788,2,3,7,1,3,84.4,11838,0,3,0,1,0,5,4,1753.0,2,2.0,21.0,-9.0,21.0,21.0,1,12.373703486914124
